quiz_title,category,tags,question_text,options,correct_answer,difficulty_levels
Python Error Handling & Modules,Python,python,"What is the output of this asyncio code? ```python import asyncio async def task(name, delay): await asyncio.sleep(delay) print(name, end=' ') return name async def main(): results = await asyncio.gather( task('C', 0.3), task('A', 0.1), task('B', 0.2) ) print(results) asyncio.run(main()) ```","[""A B C ['A', 'B', 'C']"", ""A B C ['C', 'A', 'B']"", ""C A B ['C', 'A', 'B']"", ""C A B ['A', 'B', 'C']""]","A B C ['C', 'A', 'B']","[""hard""]"
Python Error Handling & Modules,Python,python,"Which approach correctly runs CPU-bound Python code in parallel, bypassing the GIL?","[""Using `threading.Thread` with daemon=True"", ""Using `asyncio.create_task()` in an event loop"", ""Using `multiprocessing.Pool` with separate worker processes"", ""Using `concurrent.futures.ThreadPoolExecutor` with max_workers > 1""]",Using `multiprocessing.Pool` with separate worker processes,"[""medium""]"
Python Error Handling & Modules,Python,python,What does the following async code print? ```python import asyncio async def producer(queue): for i in range(3): await queue.put(i) await queue.put(None) async def consumer(queue): items = [] while True: item = await queue.get() if item is None: break items.append(item * 10) return items async def main(): q = asyncio.Queue(maxsize=1) prod = asyncio.create_task(producer(q)) result = await consumer(q) await prod print(result) asyncio.run(main()) ```,"[""[0, 10, 20]"", ""[0, 1, 2]"", ""[10, 20, 30]"", ""Deadlock: the program hangs""]","[0, 10, 20]","[""expert""]"
Python Error Handling & Modules,Python,python,Which statement about `asyncio.Lock` vs `threading.Lock` is correct?,"[""They are interchangeable — both work in threaded and async contexts"", ""asyncio.Lock blocks the entire event loop thread until acquired"", ""asyncio.Lock uses `await` to yield control to the event loop while waiting"", ""asyncio.Lock suspends only the awaiting coroutine, letting other coroutines run on the event loop""]","asyncio.Lock suspends only the awaiting coroutine, letting other coroutines run on the event loop","[""hard""]"
"Kubernetes Fundamentals: Pods, Deployments & Services Explained",DevOps,"kubernetes,pods,deployments,services",A developer notices that their application container keeps restarting inside a Pod. The Pod status shows CrashLoopBackOff. Which of these best describes what Kubernetes is doing?,"[""Kubernetes is restarting the container with increasing delays between each attempt"", ""Kubernetes is deleting the Pod and creating a brand-new replacement on a different node"", ""Kubernetes has permanently stopped the container and is waiting for manual intervention"", ""Kubernetes is scaling the Deployment down to zero replicas to prevent resource waste""]",Kubernetes is restarting the container with increasing delays between each attempt,"[""medium""]"
"Kubernetes Fundamentals: Pods, Deployments & Services Explained",DevOps,"kubernetes,pods,deployments,services","You run `kubectl apply -f deployment.yaml` with `replicas: 3` set. After the rollout completes, you find 3 Pods running. Which resource did Kubernetes automatically create to manage those Pods?","[""A DaemonSet scoped to three specific nodes"", ""A ReplicaSet that maintains the desired number of Pod replicas"", ""A StatefulSet with ordinal indexes 0, 1, and 2"", ""A Job that runs three parallel tasks""]",A ReplicaSet that maintains the desired number of Pod replicas,"[""easy""]"
"Kubernetes Fundamentals: Pods, Deployments & Services Explained",DevOps,"kubernetes,pods,deployments,services","Your team needs an internal-only service that other Pods in the cluster can reach by DNS name, but it should NOT be accessible from outside the cluster. Which Service type should you use?","[""NodePort, since it works on every node in the cluster"", ""LoadBalancer, because it handles traffic routing automatically"", ""ClusterIP, which provides a cluster-internal virtual IP and DNS entry"", ""ExternalName, which maps to an internal DNS record""]","ClusterIP, which provides a cluster-internal virtual IP and DNS entry","[""easy""]"
"Kubernetes Fundamentals: Pods, Deployments & Services Explained",DevOps,"kubernetes,pods,deployments,services",You have Pods labeled `app: api` and `version: v2`. A Service selector is set to `app: api`. Which Pods will receive traffic from this Service?,"[""Only Pods with exactly the label `app: api` and no other labels"", ""Only Pods with both `app: api` and `version: v2` labels"", ""No Pods, because the selector and labels don't fully match"", ""All Pods that have the label `app: api`, regardless of additional labels""]","All Pods that have the label `app: api`, regardless of additional labels","[""medium""]"
"Kubernetes Fundamentals: Pods, Deployments & Services Explained",DevOps,"kubernetes,pods,deployments,services",A colleague asks you to check which Pods are running in the `staging` namespace. Which kubectl command accomplishes this?,"[""`kubectl get pods --all-namespaces | grep staging`"", ""`kubectl get pods -n staging`"", ""`kubectl describe namespace staging`"", ""`kubectl get pods --namespace=default --filter=staging`""]",`kubectl get pods -n staging`,"[""easy""]"
"Kubernetes Fundamentals: Pods, Deployments & Services Explained",DevOps,"kubernetes,pods,deployments,services","During a rolling update, a Deployment's `maxUnavailable` is set to 1 and `maxSurge` is set to 1, with `replicas: 4`. What is the maximum number of Pods that can exist at any point during the rollout?","[""4 Pods, because Kubernetes never exceeds the replica count"", ""3 Pods, since one old Pod is terminated before a new one starts"", ""5 Pods, because maxSurge allows one Pod above the desired replica count"", ""8 Pods, because both old and new ReplicaSets run full copies simultaneously""]","5 Pods, because maxSurge allows one Pod above the desired replica count","[""hard""]"
"Kubernetes Fundamentals: Pods, Deployments & Services Explained",DevOps,"kubernetes,pods,deployments,services",You need to inject a database connection string into a Pod without baking it into the container image. The value is non-sensitive. Which Kubernetes resource is the best fit?,"[""A Secret with the value base64-encoded"", ""A PersistentVolumeClaim mounted at /config"", ""An annotation on the Pod's metadata"", ""A ConfigMap referenced as an environment variable in the Pod spec""]",A ConfigMap referenced as an environment variable in the Pod spec,"[""medium""]"
"Kubernetes Fundamentals: Pods, Deployments & Services Explained",DevOps,"kubernetes,pods,deployments,services",Your application stores API keys that must remain confidential. You create a Kubernetes Secret to hold them. How are the values stored within the Secret object in etcd by default (without encryption at rest enabled)?,"[""As base64-encoded strings, which can be decoded by anyone with API access"", ""As AES-256 encrypted blobs that only the kubelet can decrypt"", ""As SHA-256 hashed values that are verified at runtime"", ""As plain-text key-value pairs compressed with gzip""]","As base64-encoded strings, which can be decoded by anyone with API access","[""hard""]"
"Kubernetes Fundamentals: Pods, Deployments & Services Explained",DevOps,"kubernetes,pods,deployments,services",You want to expose a web application to the internet on a cloud provider. The Service should automatically provision an external IP via the cloud provider's load balancer. Which Service type should you choose?,"[""ClusterIP with an Ingress controller in front"", ""LoadBalancer, which provisions a cloud load balancer with an external IP"", ""NodePort, which assigns a random external IP on each node"", ""ExternalName, which maps to the cloud provider's DNS""]","LoadBalancer, which provisions a cloud load balancer with an external IP","[""medium""]"
"Kubernetes Fundamentals: Pods, Deployments & Services Explained",DevOps,"kubernetes,pods,deployments,services",A Pod spec contains two containers: a main application container and a sidecar that ships logs to a remote system. Both containers need to read and write to the same directory. Which volume type allows them to share ephemeral storage within the Pod?,"[""hostPath, which mounts a directory from the host node's filesystem"", ""persistentVolumeClaim, which provisions cloud storage for the Pod"", ""emptyDir, which provides a shared ephemeral volume scoped to the Pod's lifetime"", ""configMap, which mounts read-only configuration files into both containers""]","emptyDir, which provides a shared ephemeral volume scoped to the Pod's lifetime","[""medium""]"
React Hooks Deep Dive,Programming,"react,hooks,state-management,useEffect","What does the following useState call do? ```jsx const [items, setItems] = useState(() => { return JSON.parse(localStorage.getItem('cart') || '[]'); }); ```","[""It reads from localStorage on every re-render to keep state in sync"", ""It uses lazy initialization so the expensive computation only runs on the first render"", ""It creates a subscription that watches localStorage for external changes"", ""It throws an error because useState does not accept a function argument""]",It uses lazy initialization so the expensive computation only runs on the first render,"[""medium""]"
React Hooks Deep Dive,Programming,"react,hooks,state-management,useEffect","What will be logged when the button is clicked once? ```jsx function Counter() { const [count, setCount] = useState(0); const handleClick = () => { setCount(count + 1); setCount(count + 1); setCount(count + 1); console.log(count); }; return Count: {count}; } ```","[""It logs 3 because all three setCount calls are processed sequentially"", ""It logs 1 because React batches updates but processes them before the log"", ""It logs 0 because console.log captures the stale closure value before re-render"", ""It logs undefined because setCount is asynchronous""]",It logs 0 because console.log captures the stale closure value before re-render,"[""medium""]"
React Hooks Deep Dive,Programming,"react,hooks,state-management,useEffect","What happens when this component mounts and then unmounts? ```jsx function ChatRoom({ roomId }) { useEffect(() => { const connection = createConnection(roomId); connection.connect(); return () => connection.disconnect(); }, [roomId]); return Welcome to {roomId}; } ```","[""connect() runs on mount; disconnect() never runs because roomId doesn't change"", ""connect() runs on every render; disconnect() runs on unmount"", ""Both connect() and disconnect() run on mount due to React Strict Mode"", ""connect() runs on mount; disconnect() runs on unmount via the cleanup function""]",connect() runs on mount; disconnect() runs on unmount via the cleanup function,"[""easy""]"
React Hooks Deep Dive,Programming,"react,hooks,state-management,useEffect","This component has a bug. The alert always shows the initial message even after typing. Why? ```jsx function Messenger() { const [message, setMessage] = useState(''); useEffect(() => { const timer = setTimeout(() => { alert(message); }, 3000); }, []); return setMessage(e.target.value)} />; } ```","[""setTimeout doesn't work inside useEffect due to React's synthetic event system"", ""The empty dependency array causes a stale closure — the callback captures the initial message value"", ""setMessage is asynchronous so the alert fires before state updates propagate"", ""The input is uncontrolled so message never actually updates""]",The empty dependency array causes a stale closure — the callback captures the initial message value,"[""medium""]"
React Hooks Deep Dive,Programming,"react,hooks,state-management,useEffect","What is the primary use case for useRef that does NOT involve DOM elements? ```jsx function StopWatch() { const [elapsed, setElapsed] = useState(0); const intervalRef = useRef(null); const start = () => { intervalRef.current = setInterval(() => { setElapsed(prev => prev + 1); }, 1000); }; const stop = () => clearInterval(intervalRef.current); return (/* ... */); } ```","[""Storing mutable values that persist across renders without triggering re-renders"", ""Caching expensive computations between renders to improve performance"", ""Sharing state between sibling components without prop drilling"", ""Creating reactive variables that automatically sync with the DOM""]",Storing mutable values that persist across renders without triggering re-renders,"[""medium""]"
React Hooks Deep Dive,Programming,"react,hooks,state-management,useEffect","Which statement correctly describes the difference between useMemo and useCallback? ```jsx const memoized = useMemo(() => computeExpensiveValue(a, b), [a, b]); const callback = useCallback(() => handleSubmit(formData), [formData]); ```","[""useMemo caches the result of calling the function; useCallback caches the function reference itself"", ""useMemo runs the function asynchronously; useCallback runs it synchronously"", ""useMemo is for primitive values only; useCallback handles objects and arrays"", ""useMemo works during the render phase; useCallback works during the commit phase""]",useMemo caches the result of calling the function; useCallback caches the function reference itself,"[""medium""]"
React Hooks Deep Dive,Programming,"react,hooks,state-management,useEffect","What advantage does useReducer offer over useState in this scenario? ```jsx function TodoApp() { const [state, dispatch] = useReducer(todoReducer, { todos: [], filter: 'all' }); return ( dispatch({ type: 'ADD_TODO', text: 'New' })}>Add dispatch({ type: 'TOGGLE_FILTER' })}>Filter dispatch({ type: 'CLEAR_COMPLETED' })}>Clear ); } ```","[""useReducer automatically memoizes the state and prevents unnecessary re-renders"", ""useReducer replaces Redux entirely and provides global state management"", ""useReducer is faster than useState because it uses immutable data structures internally"", ""useReducer centralizes complex state logic in a testable reducer with a stable dispatch function""]",useReducer centralizes complex state logic in a testable reducer with a stable dispatch function,"[""medium""]"
React Hooks Deep Dive,Programming,"react,hooks,state-management,useEffect","What problem does this custom hook pattern solve? ```jsx function useDebounce(value, delay) { const [debouncedValue, setDebouncedValue] = useState(value); useEffect(() => { const timer = setTimeout(() => setDebouncedValue(value), delay); return () => clearTimeout(timer); }, [value, delay]); return debouncedValue; } ```","[""It throttles the value to update at most once per delay period at regular intervals"", ""It delays the value update until the input stops changing for the specified delay period"", ""It batches multiple rapid state updates into a single synchronous update"", ""It caches the previous value and returns it while the new value is being computed""]",It delays the value update until the input stops changing for the specified delay period,"[""medium""]"
React Hooks Deep Dive,Programming,"react,hooks,state-management,useEffect",Which of the following violates the Rules of Hooks?,"[""Calling useState inside a custom hook named useAuth"", ""Calling useEffect twice in the same component with different dependencies"", ""Using useCallback inside an arrow function component"", ""Calling useState inside an if statement within a component""]",Calling useState inside an if statement within a component,"[""easy""]"
React Hooks Deep Dive,Programming,"react,hooks,state-management,useEffect","What will this component render after clicking the button twice? ```jsx function App() { const [count, setCount] = useState(0); const prevCountRef = useRef(0); useEffect(() => { prevCountRef.current = count; }); return ( Now: {count}, Before: {prevCountRef.current} setCount(c => c + 1)}>+1 ); } ```","[""Now: 2, Before: 2 — because the ref updates synchronously during render"", ""Now: 2, Before: 0 — because refs don't update across re-renders"", ""Now: 2, Before: 1 — because useEffect updates the ref after render with the previous count"", ""Now: 2, Before: undefined — because useRef doesn't persist values between renders""]","Now: 2, Before: 1 — because useEffect updates the ref after render with the previous count","[""hard""]"
Advanced Rust Concepts,Programming,"rust,traits,async,smart-pointers",What is the key difference between `impl Trait` and `dyn Trait` as a function parameter? ```rust fn static_dispatch(item: impl Display) { ... } fn dynamic_dispatch(item: &dyn Display) { ... } ```,"[""impl Trait uses static dispatch (monomorphization); dyn Trait uses dynamic dispatch via a vtable"", ""dyn Trait is faster because it avoids code duplication from monomorphization"", ""impl Trait works only with references while dyn Trait works with owned values"", ""They are identical — dyn is just the legacy syntax for impl Trait""]",impl Trait uses static dispatch (monomorphization); dyn Trait uses dynamic dispatch via a vtable,"[""hard""]"
Advanced Rust Concepts,Programming,"rust,traits,async,smart-pointers",Why does this code fail to compile? ```rust fn make_adder(x: i32) -> impl Fn(i32) -> i32 { move |y| x + y } fn choose_fn(flag: bool) -> impl Fn(i32) -> i32 { if flag { |x| x + 1 } else { |x| x * 2 } } ```,"[""Closures cannot capture variables — the move keyword is invalid"", ""impl Fn is not a valid return type in Rust"", ""choose_fn returns two different closure types, but impl Trait requires a single concrete type"", ""The closures need explicit type annotations on their parameters""]","choose_fn returns two different closure types, but impl Trait requires a single concrete type","[""hard""]"
Advanced Rust Concepts,Programming,"rust,traits,async,smart-pointers",When would you choose `Rc` over `Box` in Rust?,"[""When you need mutable access from multiple threads simultaneously"", ""When multiple owners need shared read-only access to the same data in a single thread"", ""When you want the data allocated on the stack instead of the heap"", ""When you need a pointer that can be null""]",When multiple owners need shared read-only access to the same data in a single thread,"[""medium""]"
Advanced Rust Concepts,Programming,"rust,traits,async,smart-pointers",What does `RefCell` provide that a regular reference does not?,"[""It removes all borrow checking, making Rust behave like C"", ""It allows thread-safe mutation from multiple threads without a Mutex"", ""It provides interior mutability — runtime borrow checking instead of compile-time"", ""It creates a deep copy of T on every access to prevent aliasing""]",It provides interior mutability — runtime borrow checking instead of compile-time,"[""hard""]"
Advanced Rust Concepts,Programming,"rust,traits,async,smart-pointers","What is the difference between `Fn`, `FnMut`, and `FnOnce` closure traits?","[""They control whether closures run on the stack, heap, or thread pool"", ""Fn borrows immutably, FnMut borrows mutably, FnOnce takes ownership of captures"", ""FnOnce is for async closures, FnMut for mutable state, Fn for pure functions"", ""They are identical traits with different naming conventions for readability""]","Fn borrows immutably, FnMut borrows mutably, FnOnce takes ownership of captures","[""hard""]"
Advanced Rust Concepts,Programming,"rust,traits,async,smart-pointers",What does the following iterator chain produce? ```rust let result: Vec = (1..=5) .filter(|x| x % 2 != 0) .map(|x| x * x) .collect(); ```,"[""[1, 4, 9, 16, 25] — squares of all numbers 1 through 5"", ""[2, 4] — even numbers from 1 through 5"", ""[1, 9, 25] — squares of odd numbers from 1 through 5"", ""[1, 3, 5] — odd numbers only, without squaring""]","[1, 9, 25] — squares of odd numbers from 1 through 5","[""medium""]"
Advanced Rust Concepts,Programming,"rust,traits,async,smart-pointers",What does `await` do in this async Rust code? ```rust async fn fetch_data(url: &str) -> Result { let response = reqwest::get(url).await?; let body = response.text().await?; Ok(body) } ```,"[""It blocks the current OS thread until the operation completes"", ""It spawns a new thread to handle the operation in parallel"", ""It suspends the current async task, yielding control until the Future resolves"", ""It queues a callback function that runs when the data arrives""]","It suspends the current async task, yielding control until the Future resolves","[""medium""]"
Advanced Rust Concepts,Programming,"rust,traits,async,smart-pointers","How do you define a custom error type that works with the `?` operator? ```rust #[derive(Debug)] enum AppError { Io(std::io::Error), Parse(std::num::ParseIntError), } ``` What trait implementation is required?","[""Implement the Error trait only — ? uses it for all conversions"", ""Implement From for AppError for each error type you want ? to convert"", ""Implement TryFrom for each source error type"", ""Implement Display for AppError — ? uses the display string to match errors""]",Implement From for AppError for each error type you want ? to convert,"[""hard""]"
Advanced Rust Concepts,Programming,"rust,traits,async,smart-pointers","What does the `macro_rules!` invocation define, and how is `$($x:expr),*` interpreted? ```rust macro_rules! vec_of { ($($x:expr),*) => { { let mut v = Vec::new(); $(v.push($x);)* v } }; } ```","[""A procedural macro that runs arbitrary Rust code at compile time"", ""A generic function where $x represents type parameters"", ""A declarative macro matching zero or more expressions, expanding to repeated push calls"", ""A const function evaluated at compile time using pattern matching on types""]","A declarative macro matching zero or more expressions, expanding to repeated push calls","[""hard""]"
Advanced Rust Concepts,Programming,"rust,traits,async,smart-pointers",Which of the following operations requires an `unsafe` block in Rust?,"[""Calling a function from the standard library that might panic"", ""Converting a &str to a String using .to_string()"", ""Using transmute to reinterpret bits as a different type"", ""Dereferencing a raw pointer (*const T or *mut T)""]",Dereferencing a raw pointer (*const T or *mut T),"[""medium""]"
Python Basics & Syntax,Python,python,What happens when you run the following Python code? ```python x = 10 y = 20 print(x + y) ```,"[""Prints 30"", ""Prints 10 20"", ""Raises an IndentationError"", ""Raises a SyntaxError about the variable name""]",Raises an IndentationError,"[""easy""]"
Python Basics & Syntax,Python,python,Which of the following is a valid way to write a multi-line comment in Python?,"[""/* This is a comment */"", ""# This is a comment"", ""// This is a comment"", ""A triple-quoted string: \""\""\""This is a comment\""\""\""""]","A triple-quoted string: """"""This is a comment""""""","[""easy""]"
Python Basics & Syntax,Python,python,"What is the output of the following code? ```python name = 'Alice' print('Hello,', name, end='!\n') ```","[""Hello, Alice!"", ""Hello,Alice!"", ""Hello, Alice!\\n"", ""Hello, Alice !""]","Hello, Alice!","[""easy""]"
Python Basics & Syntax,Python,python,"Given the code below, what does `z` hold after execution? ```python x = 5 y = x x = 10 z = y ```","[""5"", ""10"", ""15"", ""Raises a NameError""]",5,"[""easy""]"
Python Basics & Syntax,Python,python,Which statement correctly assigns three variables in a single line in Python?,"[""int a = 1, b = 2, c = 3"", ""a, b, c = 1, 2, 3"", ""a = 1 & b = 2 & c = 3"", ""let a, b, c = 1, 2, 3""]","a, b, c = 1, 2, 3","[""easy""]"
Python Basics & Syntax,Python,python,What does the following expression evaluate to? ```python bool('') + bool(0) + bool([]) + bool({1: 2}) ```,"[""0"", ""3"", ""4"", ""1""]",1,"[""medium""]"
Python Basics & Syntax,Python,python,What is the output of this code? ```python x = None print(type(x).__name__) ```,"[""None"", ""NoneType"", ""null"", ""void""]",NoneType,"[""easy""]"
Python Basics & Syntax,Python,python,Which expression correctly converts the string `'42.5'` to an integer `42` in Python?,"[""int('42.5')"", ""int(float('42.5'))"", ""integer('42.5')"", ""cast(int, '42.5')""]",int(float('42.5')),"[""medium""]"
Python Basics & Syntax,Python,python,"What does this code print? ```python print(isinstance(True, int)) ```","[""True"", ""False"", ""Raises a TypeError"", ""1""]",True,"[""medium""]"
Python Strings & Text Processing,Python,python,"What is the output of the following code? ```python d = {'a': 1, 'b': 2, 'c': 3} print(list(d.values())[-1]) ```","[""1"", ""'c'"", ""3"", ""Raises a KeyError""]",3,"[""easy""]"
Python Strings & Text Processing,Python,python,"What does this code print? ```python d = {'x': 1, 'y': 2} result = d.get('z', d.get('x', 0)) print(result) ```","[""0"", ""2"", ""1"", ""Raises a KeyError""]",1,"[""medium""]"
Python Strings & Text Processing,Python,python,Which expression creates a dictionary mapping each number 1-5 to its cube?,"[""dict(n: n**3 for n in range(1, 6))"", ""dict.fromkeys(range(1,6), lambda n: n**3)"", ""{n => n**3 for n in range(1, 6)}"", ""{n: n**3 for n in range(1, 6)}""]","{n: n**3 for n in range(1, 6)}","[""medium""]"
Python Strings & Text Processing,Python,python,"What is the output of this code? ```python a = {'x': 1, 'y': 2} b = {'y': 3, 'z': 4} c = {**a, **b} print(c) ```","[""{'x': 1, 'y': 2, 'z': 4}"", ""{'x': 1, 'y': 3, 'z': 4}"", ""{'x': 1, 'y': [2, 3], 'z': 4}"", ""Raises a TypeError""]","{'x': 1, 'y': 3, 'z': 4}","[""medium""]"
Python Strings & Text Processing,Python,python,"What does the following code print? ```python d = {'a': 1, 'b': 2, 'c': 3} keys = [k for k, v in d.items() if v >= 2] print(sorted(keys)) ```","[""['a', 'b', 'c']"", ""['c', 'b']"", ""[2, 3]"", ""['b', 'c']""]","['b', 'c']","[""medium""]"
Python Strings & Text Processing,Python,python,"What does this code output? ```python a, *b, c = [1, 2, 3, 4, 5] print(b) ```","[""[2, 3, 4]"", ""(2, 3, 4)"", ""[1, 2, 3, 4]"", ""[2, 3, 4, 5]""]","[2, 3, 4]","[""medium""]"
Python Strings & Text Processing,Python,python,"What is the output of the following code? ```python t = (1, 2, [3, 4]) t[2].append(5) print(t) ```","[""Raises a TypeError because tuples are immutable"", ""(1, 2, [3, 4, 5])"", ""(1, 2, [3, 4], 5)"", ""(1, 2, [3, 4])""]","(1, 2, [3, 4, 5])","[""hard""]"
Python Strings & Text Processing,Python,python,"What is the result of this set operation? ```python a = {1, 2, 3, 4} b = {3, 4, 5, 6} print(a ^ b) ```","[""{3, 4}"", ""{1, 2, 3, 4, 5, 6}"", ""{1, 2}"", ""{1, 2, 5, 6}""]","{1, 2, 5, 6}","[""medium""]"
Python Strings & Text Processing,Python,python,"What happens when you execute this code? ```python fs = frozenset([1, 2, 3]) fs.add(4) ```","[""Creates frozenset({1, 2, 3, 4})"", ""Raises a TypeError"", ""Raises an AttributeError"", ""Silently ignores the operation""]",Raises an AttributeError,"[""hard""]"
Python Strings & Text Processing,Python,python,"What does this code print? ```python print(len({1, 1, 2, 2, 3, 3, 3})) ```","[""7"", ""3"", ""5"", ""6""]",3,"[""easy""]"
Python Dictionaries & Sets,Python,python,"What is the output of this code using `map` and `lambda`? ```python nums = [1, 2, 3, 4] result = list(map(lambda x: x ** 2, nums)) print(result) ```","[""[1, 4, 9, 16]"", ""[2, 4, 6, 8]"", ""[1, 2, 3, 4]"", ""(1, 4, 9, 16)""]","[1, 4, 9, 16]","[""easy""]"
Python Dictionaries & Sets,Python,python,"What does `filter` return in the following code? ```python words = ['apple', '', 'banana', '', 'cherry'] result = list(filter(None, words)) ```","[""['apple', '', 'banana', '', 'cherry']"", ""['', '']"", ""A TypeError because None is not callable"", ""['apple', 'banana', 'cherry']""]","['apple', 'banana', 'cherry']","[""medium""]"
Python Dictionaries & Sets,Python,python,"Which import is required to use `reduce` in Python 3? ```python nums = [1, 2, 3, 4] total = reduce(lambda a, b: a + b, nums) ```","[""from itertools import reduce"", ""from functools import reduce"", ""import reduce"", ""from collections import reduce""]",from functools import reduce,"[""hard""]"
Python Dictionaries & Sets,Python,python,What is the output of this code using `functools.lru_cache`? ```python from functools import lru_cache call_count = 0 @lru_cache(maxsize=None) def fib(n): global call_count call_count += 1 if n < 2: return n return fib(n-1) + fib(n-2) fib(10) print(call_count) ```,"[""177"", ""10"", ""11"", ""55""]",11,"[""hard""]"
Python Dictionaries & Sets,Python,python,"What does the following lambda expression evaluate to? ```python result = (lambda *args: max(args) - min(args))(10, 3, 7, 1, 9) ```","[""7"", ""10"", ""1"", ""9""]",9,"[""medium""]"
Python Dictionaries & Sets,Python,python,"What is printed by this code using a basic decorator? ```python def shout(func): def wrapper(*args, **kwargs): result = func(*args, **kwargs) return result.upper() return wrapper @shout def greet(name): return f'hello, {name}' print(greet('world')) ```","[""'hello, world'"", ""'HELLO, WORLD'"", ""'Hello, World'"", ""A TypeError is raised""]","'HELLO, WORLD'","[""medium""]"
Python Dictionaries & Sets,Python,python,Which decorator pattern allows passing arguments to a decorator? ```python # Which of these is the correct structure? ```,"[""A function that takes the decorated function and the arguments together"", ""A class with a __call__ method that takes both arguments and the function"", ""A decorator that uses **kwargs to capture decorator arguments"", ""A function that returns a decorator, which returns a wrapper (three nested functions)""]","A function that returns a decorator, which returns a wrapper (three nested functions)","[""medium""]"
Python Dictionaries & Sets,Python,python,What does `@staticmethod` do when applied to a method inside a class?,"[""It makes the method accessible only within the class"", ""It passes the class as the first argument instead of the instance"", ""It prevents the method from being overridden in subclasses"", ""It removes the implicit self/cls parameter so it acts like a plain function""]",It removes the implicit self/cls parameter so it acts like a plain function,"[""easy""]"
Python Dictionaries & Sets,Python,python,"What does `functools.wraps` preserve when used inside a decorator? ```python from functools import wraps def my_dec(func): @wraps(func) def wrapper(*args, **kwargs): return func(*args, **kwargs) return wrapper ```","[""The original function's metadata (__name__, __doc__, etc.)"", ""The function's local variables"", ""The function's return type annotation only"", ""The function's default argument values""]","The original function's metadata (__name__, __doc__, etc.)","[""medium""]"
Python Functions & Lambdas,Python,python,"What is the output of this code? ```python class Animal: def __init__(self, name): self.name = name class Dog(Animal): def __init__(self, name, breed): super().__init__(name) self.breed = breed d = Dog('Rex', 'Labrador') print(d.name, d.breed) ```","[""Rex Labrador"", ""An AttributeError is raised"", ""Dog Labrador"", ""Rex Dog""]",Rex Labrador,"[""easy""]"
Python Functions & Lambdas,Python,python,"Given Python's Method Resolution Order (MRO), in which order does Python search for a method in this diamond inheritance? ```python class A: def who(self): return 'A' class B(A): def who(self): return 'B' class C(A): def who(self): return 'C' class D(B, C): pass print(D().who()) ```","[""'B'"", ""'A'"", ""'C'"", ""A TypeError due to ambiguous MRO""]",'B',"[""hard""]"
Python Functions & Lambdas,Python,python,"What is the output of this code? ```python class Counter: count = 0 def __init__(self): Counter.count += 1 a = Counter() b = Counter() c = Counter() print(a.count, Counter.count) ```","[""1 3"", ""1 1"", ""3 3"", ""0 3""]",3 3,"[""medium""]"
Python Functions & Lambdas,Python,python,Which statement about `self` in Python class methods is correct?,"[""self is a reserved keyword in Python"", ""self must always be the last parameter"", ""self refers to the class, not the instance"", ""self is a naming convention for the instance reference, not a keyword""]","self is a naming convention for the instance reference, not a keyword","[""easy""]"
Python Functions & Lambdas,Python,python,What does `super()` without arguments resolve to inside a method of a class defined as `class Child(Parent)`?,"[""A proxy that delegates to the next class in the MRO"", ""The Parent class object itself"", ""A new instance of the Parent class"", ""The __init__ method of the Parent class""]",A proxy that delegates to the next class in the MRO,"[""medium""]"
Python Functions & Lambdas,Python,python,"What is the output of this code? ```python class Book: def __init__(self, title): self.title = title def __str__(self): return f'Book: {self.title}' def __repr__(self): return f'Book(""{self.title}"")' b = Book('Dune') print([b]) ```","[""[Book: Dune]"", ""[Book(\""Dune\"")]"", ""[]"", ""['Dune']""]","[Book(""Dune"")]","[""medium""]"
Python Functions & Lambdas,Python,python,"What does implementing `__eq__` on a class affect besides the `==` operator? ```python class Point: def __init__(self, x, y): self.x, self.y = x, y def __eq__(self, other): return self.x == other.x and self.y == other.y ```","[""It also automatically implements __ne__ (!=) and __hash__"", ""It makes instances unhashable unless __hash__ is also defined"", ""It changes how the `is` operator works"", ""It has no side effects beyond enabling ==""]",It makes instances unhashable unless __hash__ is also defined,"[""hard""]"
Python Functions & Lambdas,Python,python,"What is the output of this code? ```python class Sentence: def __init__(self, text): self.words = text.split() def __len__(self): return len(self.words) def __getitem__(self, index): return self.words[index] s = Sentence('the quick brown fox') print(len(s), s[2]) ```","[""20 brown"", ""4 quick"", ""4 brown"", ""3 brown""]",4 brown,"[""medium""]"
Python Functions & Lambdas,Python,python,"What happens when you implement `__getitem__` on a class but NOT `__iter__`? ```python class MySeq: def __init__(self, data): self.data = data def __getitem__(self, idx): return self.data[idx] for item in MySeq([10, 20, 30]): print(item) ```","[""A TypeError because the object is not iterable"", ""An infinite loop"", ""It prints 10, 20, 30 — Python falls back to __getitem__ for iteration"", ""It prints the MySeq object's memory address three times""]","It prints 10, 20, 30 — Python falls back to __getitem__ for iteration","[""hard""]"
Python Functions & Lambdas,Python,python,What does `__repr__` return if only `__str__` is defined on a class? ```python class Foo: def __str__(self): return 'I am Foo' f = Foo() print(repr(f)) ```,"[""'I am Foo'"", ""'Foo()'"", ""The default object repr like ''"", ""A TypeError because __repr__ is not defined""]",The default object repr like '',"[""hard""]"
